model,fold,fold_size,feature,importance
Logistic Regression-L2,6,527,Basfia,6.093902197796711e-08
Logistic Regression-L2,6,527,Peptoniphilus,0.000172472976069345
Logistic Regression-L2,6,527,Cellulomonas,3.423965596133103e-07
Logistic Regression-L2,6,527,Scardovia,0.010449902194922657
Logistic Regression-L2,6,527,Stenotrophobacter,0.0004870695034303319
Logistic Regression-L2,6,527,Prevotella,0.07350423856012611
Logistic Regression-L2,6,527,Leptotrichia,0.012350001155641983
Logistic Regression-L2,6,527,Bergeriella,1.0536833374232655e-05
Logistic Regression-L2,6,527,Aureimonas,3.3495904993951764e-05
Logistic Regression-L2,6,527,Marseilla,0.0
Logistic Regression-L2,6,527,Fimbriiglobus,7.354210177356166e-05
Logistic Regression-L2,6,527,Roseomonas,0.0007407661932365962
Logistic Regression-L2,6,527,Aliarcobacter,9.645134955781105e-07
Logistic Regression-L2,6,527,Craurococcus,1.271467019533608e-05
Logistic Regression-L2,6,527,Capnocytophaga,0.0011507159572684954
Logistic Regression-L2,6,527,Anaerosinus,0.0
Logistic Regression-L2,6,527,Parvimonas,0.013953077224338048
Logistic Regression-L2,6,527,Howardella,3.9881257995088224e-05
Logistic Regression-L2,6,527,Fudania,3.0643256123959834e-05
Logistic Regression-L2,6,527,Peptoanaerobacter,2.347331482890995e-05
Logistic Regression-L2,6,527,Rhizobium,5.408138210372084e-05
Logistic Regression-L2,6,527,Mannheimia,2.0518046884103303e-06
Logistic Regression-L2,6,527,Cryptobacterium,2.2206117363692783e-05
Logistic Regression-L2,6,527,Dolosigranulum,4.069765985340063e-05
Logistic Regression-L2,6,527,Pseudescherichia,0.0
Logistic Regression-L2,7,50,mediumBAL,0.012051316515864809
Logistic Regression-L2,7,50,mediumNPS,0.015838112815740647
Logistic Regression-L2,7,50,mediumSputum,0.5970290711754855
Logistic Regression-L2,7,50,mediumTS,0.5932436187190085
Logistic Regression-L2,7,50,adult_pediatric,0.42823960097985964
Logistic Regression-L2,7,50,continent,0.8767618293766606
Logistic Regression-L2,7,50,sex,0.1269285931272652
Logistic Regression-L2,7,50,Veillonella,0.11422617576083502
Logistic Regression-L2,7,50,Alloprevotella,0.0071212218004748145
Logistic Regression-L2,7,50,Dietzia,2.3315683751842498e-05
Logistic Regression-L2,7,50,Varibaculum,2.4646060409839375e-07
Logistic Regression-L2,7,50,Fannyhessea,0.0004749857015086149
Logistic Regression-L2,7,50,Selenomonas,0.003034185727159205
Logistic Regression-L2,7,50,Granulicatella,0.036968839532192384
Logistic Regression-L2,7,50,Lawsonella,0.00024273873592404988
Logistic Regression-L2,7,50,Olsenella,3.5658552658292444e-05
Logistic Regression-L2,7,50,Stomatobaculum,0.0009751064216186407
Logistic Regression-L2,7,50,Janibacter,2.4120204994893093e-05
Logistic Regression-L2,7,50,Haemophilus,0.015471259937063195
Logistic Regression-L2,7,50,Actinobacillus,0.004226417902609731
Logistic Regression-L2,7,50,Acinetobacter,0.00944741332130849
Logistic Regression-L2,7,50,Mogibacterium,0.0016702442390573934
Logistic Regression-L2,7,50,Abiotrophia,0.0065702424667989515
Logistic Regression-L2,7,50,Murdochiella,4.281991671126844e-05
Logistic Regression-L2,7,50,Bifidobacterium,0.0010175158741112882
Logistic Regression-L2,7,50,Neisseria,0.021083939447981533
Logistic Regression-L2,7,50,Klebsiella,2.4145986317578003e-05
Logistic Regression-L2,7,50,Helicobacter,8.888664074773383e-05
Logistic Regression-L2,7,50,Cutibacterium,0.000513082959088653
Logistic Regression-L2,7,50,Solobacterium,0.0017876800602346992
Logistic Regression-L2,7,50,Gemella,0.029741663610285265
Logistic Regression-L2,7,50,Peptostreptococcus,0.006358817261832969
Logistic Regression-L2,7,50,Amniculibacterium,0.002629201391848235
Logistic Regression-L2,7,50,Lautropia,0.0004943943164806031
Logistic Regression-L2,7,50,Schaalia,0.027476235538559754
Logistic Regression-L2,7,50,Aminipila,2.1316809361738776e-05
Logistic Regression-L2,7,50,Clostridium_sensu_stricto,0.00031382429232600876
Logistic Regression-L2,7,50,Prevotellamassilia,0.0001918788929434666
Logistic Regression-L2,7,50,Deinococcus,0.0010292744024206425
Logistic Regression-L2,7,50,Filifactor,0.00023930380951690667
Logistic Regression-L2,7,50,Johnsonella,0.00013463579900722882
Logistic Regression-L2,7,50,Moraxella,0.001506536415175246
Logistic Regression-L2,7,50,Fretibacterium,0.0005722608218940789
Logistic Regression-L2,7,50,Brachybacterium,4.071088377213468e-06
Logistic Regression-L2,7,50,Pseudomonas,0.2019889202155954
Logistic Regression-L2,7,50,Rothia,0.014605087241274135
Logistic Regression-L2,7,50,Blautia,0.0023683394839122108
Logistic Regression-L2,7,50,Eubacterium,0.0057515442950657495
Logistic Regression-L2,7,50,Sphingobium,0.00010752509146417645
Logistic Regression-L2,7,50,Corynebacterium,0.0006496121052166183
Logistic Regression-L2,7,50,Kingella,0.0011194881189264079
Logistic Regression-L2,7,50,Micrococcus,6.4845314744789e-07
Logistic Regression-L2,7,50,Enterocloster,0.0013009322196493314
Logistic Regression-L2,7,50,Megasphaera,0.0005163110494662804
Logistic Regression-L2,7,50,Methylobacterium,0.00025223499864160533
Logistic Regression-L2,7,50,Bradyrhizobium,0.00015150008306017766
Logistic Regression-L2,7,50,Sphingomonas,0.000454073653532149
Logistic Regression-L2,7,50,Brevundimonas,1.559558961625525e-05
Logistic Regression-L2,7,50,Microbacterium,0.0001837726461685232
Logistic Regression-L2,7,50,Catonella,0.001012761851060103
Logistic Regression-L2,7,50,Thermus,0.00011079492234883122
Logistic Regression-L2,7,50,Alloscardovia,0.0032801202322924276
Logistic Regression-L2,7,50,Agathobacter,0.0019052100990856625
Logistic Regression-L2,7,50,Streptococcus,0.1648593983361636
Logistic Regression-L2,7,50,Faecalibacterium,0.012379173316102875
Logistic Regression-L2,7,50,Curtobacterium,1.9652762152441057e-05
Logistic Regression-L2,7,50,Coprococcus,4.554339964466308e-06
Logistic Regression-L2,7,50,Allisonella,2.467292410428389e-06
Logistic Regression-L2,7,50,Actinomyces,0.013284900590520144
Logistic Regression-L2,7,50,Eikenella,0.0003697190817687259
Logistic Regression-L2,7,50,Arachnia,9.518410488887077e-05
Logistic Regression-L2,7,50,Lachnoanaerobaculum,0.01979994575769393
Logistic Regression-L2,7,50,Mesorhizobium,5.24939063679956e-06
Logistic Regression-L2,7,50,Tannerella,0.00041911877310980367
Logistic Regression-L2,7,50,Herbiconiux,0.0001316185771156888
Logistic Regression-L2,7,50,Lancefieldella,0.014311844713938218
Logistic Regression-L2,7,50,Butyrivibrio,0.0007373342701147078
Logistic Regression-L2,7,50,Streptobacillus,0.003690743258038589
Logistic Regression-L2,7,50,Oribacterium,0.010158112151546553
Logistic Regression-L2,7,50,Luteovulum,0.0001143926158759388
Logistic Regression-L2,7,50,Staphylococcus,0.41420851634531697
Logistic Regression-L2,7,50,Gardnerella,3.751489606639333e-05
Logistic Regression-L2,7,50,Wolinella,2.3498124405408066e-06
Logistic Regression-L2,7,50,Centipeda,0.012215185782205911
Logistic Regression-L2,7,50,Cardiobacterium,0.0010194329005903354
Logistic Regression-L2,7,50,Fenollaria,2.7445513676754734e-06
Logistic Regression-L2,7,50,Porphyromonas,0.0076451892489639
Logistic Regression-L2,7,50,Metamycoplasma,0.0018489915978735828
Logistic Regression-L2,7,50,Stenotrophomonas,0.023617949241516327
Logistic Regression-L2,7,50,Slackia,0.00042835066033396934
Logistic Regression-L2,7,50,Pseudonocardia,7.43499658021464e-05
Logistic Regression-L2,7,50,Massiliprevotella,9.199732126714064e-06
Logistic Regression-L2,7,50,Campylobacter,0.0061885257802074805
Logistic Regression-L2,7,50,Azorhizophilus,3.952869927608507e-05
Logistic Regression-L2,7,50,Peptococcus,9.183941923377599e-05
Logistic Regression-L2,7,50,Kocuria,0.00035364241383328913
Logistic Regression-L2,7,50,Shuttleworthia,0.007659488383382761
Logistic Regression-L2,7,50,Agrobacterium,0.006671940257624599
Logistic Regression-L2,7,50,Nitrolancea,1.164309692831232e-06
Logistic Regression-L2,7,50,Verticiella,0.00013391758641620287
Logistic Regression-L2,7,50,Finegoldia,0.004398771697611706
Logistic Regression-L2,7,50,Cellulosilyticum,0.0
Logistic Regression-L2,7,50,Paracoccus,2.8703377651226757e-05
Logistic Regression-L2,7,50,Atopobium,4.194402202448867e-05
Logistic Regression-L2,7,50,Ezakiella,4.131613810676767e-06
Logistic Regression-L2,7,50,Mycobacterium,1.3224325384278326e-05
Logistic Regression-L2,7,50,Conservatibacter,1.0010073324952072e-06
Logistic Regression-L2,7,50,Brevibacterium,3.5381015509601004e-06
Logistic Regression-L2,7,50,Aggregatibacter,0.00019759871023134525
Logistic Regression-L2,7,50,Gordonia,4.420080911284686e-07
Logistic Regression-L2,7,50,Rhodococcus,6.112630550237089e-05
Logistic Regression-L2,7,50,Fusobacterium,0.016561056186613486
Logistic Regression-L2,7,50,Anaerococcus,0.002481461411392006
Logistic Regression-L2,7,50,Marmoricola,7.602853046448724e-07
Logistic Regression-L2,7,50,Basfia,1.1688833244391481e-07
Logistic Regression-L2,7,50,Peptoniphilus,0.0005617827347713534
Logistic Regression-L2,7,50,Cellulomonas,2.737961537284863e-06
Logistic Regression-L2,7,50,Scardovia,0.0015134832716716736
Logistic Regression-L2,7,50,Stenotrophobacter,0.000566028133908785
Logistic Regression-L2,7,50,Prevotella,0.301289694276138
Logistic Regression-L2,7,50,Leptotrichia,0.009414455169392743
Logistic Regression-L2,7,50,Bergeriella,1.7644048096511426e-05
Logistic Regression-L2,7,50,Aureimonas,3.974221001865033e-05
Logistic Regression-L2,7,50,Marseilla,5.257728058402439e-06
Logistic Regression-L2,7,50,Fimbriiglobus,8.172988398303581e-05
Logistic Regression-L2,7,50,Roseomonas,0.0008320760822063809
Logistic Regression-L2,7,50,Aliarcobacter,3.989553702285515e-07
Logistic Regression-L2,7,50,Craurococcus,1.4492632712920167e-05
Logistic Regression-L2,7,50,Capnocytophaga,0.006978276648880483
Logistic Regression-L2,7,50,Anaerosinus,8.871599437818525e-07
Logistic Regression-L2,7,50,Parvimonas,0.010315848058099477
Logistic Regression-L2,7,50,Howardella,0.00017126419145537227
Logistic Regression-L2,7,50,Fudania,3.82220321413769e-05
Logistic Regression-L2,7,50,Peptoanaerobacter,6.450494647545974e-05
Logistic Regression-L2,7,50,Rhizobium,9.095351421925859e-05
Logistic Regression-L2,7,50,Mannheimia,1.2253407932437803e-05
Logistic Regression-L2,7,50,Cryptobacterium,3.3814552208078294e-05
Logistic Regression-L2,7,50,Dolosigranulum,0.00018378353069291778
Logistic Regression-L2,7,50,Pseudescherichia,0.0
Logistic Regression-L2,8,37,mediumBAL,0.014315987556993396
Logistic Regression-L2,8,37,mediumNPS,0.01771513062185946
Logistic Regression-L2,8,37,mediumSputum,0.24567206420551083
Logistic Regression-L2,8,37,mediumTS,0.24226828544014925
Logistic Regression-L2,8,37,adult_pediatric,0.08377311451938392
Logistic Regression-L2,8,37,continent,0.4472999308934638
Logistic Regression-L2,8,37,sex,0.17024250178425432
Logistic Regression-L2,8,37,Veillonella,0.12300969873314913
Logistic Regression-L2,8,37,Alloprevotella,0.007721119026479199
Logistic Regression-L2,8,37,Dietzia,3.0874446162405194e-05
Logistic Regression-L2,8,37,Varibaculum,1.3303106123468636e-07
Logistic Regression-L2,8,37,Fannyhessea,0.0004712367647753926
Logistic Regression-L2,8,37,Selenomonas,0.0043647807813508655
Logistic Regression-L2,8,37,Granulicatella,0.03343269698264136
Logistic Regression-L2,8,37,Lawsonella,0.00021918003021883175
Logistic Regression-L2,8,37,Olsenella,1.1008350111775194e-05
Logistic Regression-L2,8,37,Stomatobaculum,0.0055656677862406
Logistic Regression-L2,8,37,Janibacter,2.9116406349629367e-05
Logistic Regression-L2,8,37,Haemophilus,0.00198765882850246
Logistic Regression-L2,8,37,Actinobacillus,0.002696631589690779
Logistic Regression-L2,8,37,Acinetobacter,0.011656692513009432
Logistic Regression-L2,8,37,Mogibacterium,0.0017560565703436215
Logistic Regression-L2,8,37,Abiotrophia,0.004837569918376262
Logistic Regression-L2,8,37,Murdochiella,3.314915043555017e-05
Logistic Regression-L2,8,37,Bifidobacterium,0.00124559325710232
Logistic Regression-L2,8,37,Neisseria,0.023496324509994945
Logistic Regression-L2,8,37,Klebsiella,0.00016973056796973986
Logistic Regression-L2,8,37,Helicobacter,7.636745712256568e-05
Logistic Regression-L2,8,37,Cutibacterium,0.0005920649868318164
Logistic Regression-L2,8,37,Solobacterium,0.0011069735828893785
Logistic Regression-L2,8,37,Gemella,0.03581714663786801
Logistic Regression-L2,8,37,Peptostreptococcus,0.0071687169972292535
Logistic Regression-L2,8,37,Amniculibacterium,0.003061662895828308
Logistic Regression-L2,8,37,Lautropia,7.052439502482732e-05
Logistic Regression-L2,8,37,Schaalia,0.023308088020900883
Logistic Regression-L2,8,37,Aminipila,1.873463799336298e-05
Logistic Regression-L2,8,37,Clostridium_sensu_stricto,0.0002247778471887987
Logistic Regression-L2,8,37,Prevotellamassilia,0.0001398416355840604
Logistic Regression-L2,8,37,Deinococcus,0.0005683805536644292
Logistic Regression-L2,8,37,Filifactor,0.0001859852224880745
Logistic Regression-L2,8,37,Johnsonella,8.949570252375364e-05
Logistic Regression-L2,8,37,Moraxella,0.0017299608959037472
Logistic Regression-L2,8,37,Fretibacterium,0.0002832603099562965
Logistic Regression-L2,8,37,Brachybacterium,4.338394366847118e-06
Logistic Regression-L2,8,37,Pseudomonas,0.21632288403521557
Logistic Regression-L2,8,37,Rothia,0.0065399976997596665
Logistic Regression-L2,8,37,Blautia,0.0012697867903870895
Logistic Regression-L2,8,37,Eubacterium,0.005029054263513864
Logistic Regression-L2,8,37,Sphingobium,7.778970415527781e-05
Logistic Regression-L2,8,37,Corynebacterium,0.0007877053950223851
Logistic Regression-L2,8,37,Kingella,0.0014045645880944124
Logistic Regression-L2,8,37,Micrococcus,6.195588945190416e-08
Logistic Regression-L2,8,37,Enterocloster,0.0018207316105410807
Logistic Regression-L2,8,37,Megasphaera,0.0032294084215329436
Logistic Regression-L2,8,37,Methylobacterium,0.00018952325469494478
Logistic Regression-L2,8,37,Bradyrhizobium,0.000459533275351348
Logistic Regression-L2,8,37,Sphingomonas,0.0003324890013142538
Logistic Regression-L2,8,37,Brevundimonas,1.8327658998207914e-05
Logistic Regression-L2,8,37,Microbacterium,0.00014059512347820854
Logistic Regression-L2,8,37,Catonella,0.0008512712125511263
Logistic Regression-L2,8,37,Thermus,0.00010671170365888256
Logistic Regression-L2,8,37,Alloscardovia,0.0024621116414718664
Logistic Regression-L2,8,37,Agathobacter,0.0028465782148838245
Logistic Regression-L2,8,37,Streptococcus,0.1786440237903843
Logistic Regression-L2,8,37,Faecalibacterium,0.010065251792839583
Logistic Regression-L2,8,37,Curtobacterium,1.3092750794504573e-05
Logistic Regression-L2,8,37,Coprococcus,4.288933391404589e-06
Logistic Regression-L2,8,37,Allisonella,1.336942388344589e-06
Logistic Regression-L2,8,37,Actinomyces,0.009367297686688782
Logistic Regression-L2,8,37,Eikenella,0.0013206320361317896
Logistic Regression-L2,8,37,Arachnia,5.0197206610244254e-05
Logistic Regression-L2,8,37,Lachnoanaerobaculum,0.02002850335561996
Logistic Regression-L2,8,37,Mesorhizobium,4.592953757654079e-06
Logistic Regression-L2,8,37,Tannerella,0.0005598810527827088
Logistic Regression-L2,8,37,Herbiconiux,0.00010689253194219016
Logistic Regression-L2,8,37,Lancefieldella,0.020258839954347047
Logistic Regression-L2,8,37,Butyrivibrio,0.0007645588959937151
Logistic Regression-L2,8,37,Streptobacillus,0.003395371622805155
Logistic Regression-L2,8,37,Oribacterium,0.011836624817087507
Logistic Regression-L2,8,37,Luteovulum,8.98009984920688e-05
Logistic Regression-L2,8,37,Staphylococcus,0.39281514145789215
Logistic Regression-L2,8,37,Gardnerella,3.86710332102352e-05
Logistic Regression-L2,8,37,Wolinella,6.604716529086121e-07
Logistic Regression-L2,8,37,Centipeda,0.0111535581776192
Logistic Regression-L2,8,37,Cardiobacterium,0.0009673876526368546
Logistic Regression-L2,8,37,Fenollaria,1.9146465717437545e-06
Logistic Regression-L2,8,37,Porphyromonas,0.007854083438159843
Logistic Regression-L2,8,37,Metamycoplasma,0.0018052001071623305
Logistic Regression-L2,8,37,Stenotrophomonas,0.015925288363188777
Logistic Regression-L2,8,37,Slackia,0.00032244644794436633
Logistic Regression-L2,8,37,Pseudonocardia,7.173079627744942e-05
Logistic Regression-L2,8,37,Massiliprevotella,1.1403738102519136e-05
Logistic Regression-L2,8,37,Campylobacter,0.00788847962945004
Logistic Regression-L2,8,37,Azorhizophilus,6.005769958003155e-05
Logistic Regression-L2,8,37,Peptococcus,8.106864779570793e-05
Logistic Regression-L2,8,37,Kocuria,0.0004230133679933628
Logistic Regression-L2,8,37,Shuttleworthia,0.006591709556426796
Logistic Regression-L2,8,37,Agrobacterium,0.008673061541188376
Logistic Regression-L2,8,37,Nitrolancea,1.8216525394615287e-06
Logistic Regression-L2,8,37,Verticiella,4.4213271463939007e-05
Logistic Regression-L2,8,37,Finegoldia,0.0033848149298508407
Logistic Regression-L2,8,37,Cellulosilyticum,0.0
Logistic Regression-L2,8,37,Paracoccus,4.344564504372317e-05
Logistic Regression-L2,8,37,Atopobium,5.7812864114941055e-05
Logistic Regression-L2,8,37,Ezakiella,3.0968801708559965e-06
Logistic Regression-L2,8,37,Mycobacterium,2.0673849556538728e-05
Logistic Regression-L2,8,37,Conservatibacter,1.695889092046937e-05
Logistic Regression-L2,8,37,Brevibacterium,2.7044009320639313e-05
Logistic Regression-L2,8,37,Aggregatibacter,4.331369475998931e-05
Logistic Regression-L2,8,37,Gordonia,1.8018723023413352e-07
Logistic Regression-L2,8,37,Rhodococcus,8.388735237832615e-05
Logistic Regression-L2,8,37,Fusobacterium,0.0272954745899254
Logistic Regression-L2,8,37,Anaerococcus,0.001896367536827543
Logistic Regression-L2,8,37,Marmoricola,7.660494650222696e-07
Logistic Regression-L2,8,37,Basfia,9.372800368658774e-08
Logistic Regression-L2,8,37,Peptoniphilus,0.00017591818622378398
Logistic Regression-L2,8,37,Cellulomonas,8.243741107160766e-07
Logistic Regression-L2,8,37,Scardovia,0.003556159016029393
Logistic Regression-L2,8,37,Stenotrophobacter,0.0005684843753129066
Logistic Regression-L2,8,37,Prevotella,0.2746213699891373
Logistic Regression-L2,8,37,Leptotrichia,0.00382632914787586
Logistic Regression-L2,8,37,Bergeriella,1.2344073378438153e-05
Logistic Regression-L2,8,37,Aureimonas,3.2668620736615815e-05
Logistic Regression-L2,8,37,Marseilla,5.149974486302547e-06
Logistic Regression-L2,8,37,Fimbriiglobus,6.622520455945645e-05
Logistic Regression-L2,8,37,Roseomonas,0.0006441538737422137
Logistic Regression-L2,8,37,Aliarcobacter,3.1926640895289726e-07
Logistic Regression-L2,8,37,Craurococcus,1.1510367642333602e-05
Logistic Regression-L2,8,37,Capnocytophaga,0.0026182569186948288
Logistic Regression-L2,8,37,Anaerosinus,8.686926064569624e-07
Logistic Regression-L2,8,37,Parvimonas,0.007598734153502014
Logistic Regression-L2,8,37,Howardella,0.00016415148102789416
Logistic Regression-L2,8,37,Fudania,3.0827128383353915e-06
Logistic Regression-L2,8,37,Peptoanaerobacter,4.827621888957038e-06
Logistic Regression-L2,8,37,Rhizobium,5.0502303876949535e-05
Logistic Regression-L2,8,37,Mannheimia,5.8551133167146705e-05
Logistic Regression-L2,8,37,Cryptobacterium,1.392315844240851e-05
Logistic Regression-L2,8,37,Dolosigranulum,0.00015223503459090042
Logistic Regression-L2,8,37,Pseudescherichia,0.0
Logistic Regression-L2,9,44,mediumBAL,0.00922934622118312
Logistic Regression-L2,9,44,mediumNPS,0.01767858396686571
Logistic Regression-L2,9,44,mediumSputum,0.2417936840079308
Logistic Regression-L2,9,44,mediumTS,0.2333341453613837
Logistic Regression-L2,9,44,adult_pediatric,0.09374234403073807
Logistic Regression-L2,9,44,continent,0.48137266755101216
Logistic Regression-L2,9,44,sex,0.2257714070684151
Logistic Regression-L2,9,44,Veillonella,0.12157479772020412
Logistic Regression-L2,9,44,Alloprevotella,0.005112679194146022
Logistic Regression-L2,9,44,Dietzia,1.2950045994698923e-05
Logistic Regression-L2,9,44,Varibaculum,1.1827436499623856e-07
Logistic Regression-L2,9,44,Fannyhessea,0.0004636324227912117
Logistic Regression-L2,9,44,Selenomonas,0.0026446994043018935
Logistic Regression-L2,9,44,Granulicatella,0.031195971356528275
Logistic Regression-L2,9,44,Lawsonella,0.00025518078332035685
Logistic Regression-L2,9,44,Olsenella,2.0405356974489423e-05
Logistic Regression-L2,9,44,Stomatobaculum,0.00601952381613313
Logistic Regression-L2,9,44,Janibacter,1.2853644054286594e-05
Logistic Regression-L2,9,44,Haemophilus,0.01285190051097794
Logistic Regression-L2,9,44,Actinobacillus,0.0027133303018451152
Logistic Regression-L2,9,44,Acinetobacter,0.012790062132755662
Logistic Regression-L2,9,44,Mogibacterium,0.0015356240707321155
Logistic Regression-L2,9,44,Abiotrophia,0.005633010636962869
Logistic Regression-L2,9,44,Murdochiella,3.34638487290506e-05
Logistic Regression-L2,9,44,Bifidobacterium,0.00038528532742014316
Logistic Regression-L2,9,44,Neisseria,0.01253949287780432
Logistic Regression-L2,9,44,Klebsiella,0.00013302785266341467
Logistic Regression-L2,9,44,Helicobacter,5.012819729034771e-05
Logistic Regression-L2,9,44,Cutibacterium,0.00023211035774100915
Logistic Regression-L2,9,44,Solobacterium,0.0013449911998940113
Logistic Regression-L2,9,44,Gemella,0.030302589793372973
Logistic Regression-L2,9,44,Peptostreptococcus,0.0064622529351578036
Logistic Regression-L2,9,44,Amniculibacterium,0.0025359667654201957
Logistic Regression-L2,9,44,Lautropia,0.0009923366652956794
Logistic Regression-L2,9,44,Schaalia,0.022266180640137363
Logistic Regression-L2,9,44,Aminipila,2.5633986769136146e-05
Logistic Regression-L2,9,44,Clostridium_sensu_stricto,5.818623392517815e-05
Logistic Regression-L2,9,44,Prevotellamassilia,0.00015758243707480083
Logistic Regression-L2,9,44,Deinococcus,0.0007193168062387874
Logistic Regression-L2,9,44,Filifactor,0.00046559075836609035
Logistic Regression-L2,9,44,Johnsonella,7.423529206493788e-05
Logistic Regression-L2,9,44,Moraxella,0.0017838329015988713
Logistic Regression-L2,9,44,Fretibacterium,7.165392630721312e-05
Logistic Regression-L2,9,44,Brachybacterium,7.878493499150024e-06
Logistic Regression-L2,9,44,Pseudomonas,0.12679589153698706
Logistic Regression-L2,9,44,Rothia,0.006627631230276299
Logistic Regression-L2,9,44,Blautia,0.0016471549026572353
Logistic Regression-L2,9,44,Eubacterium,0.004712111743474906
Logistic Regression-L2,9,44,Sphingobium,8.505983466684546e-05
Logistic Regression-L2,9,44,Corynebacterium,1.4646657832426392e-05
Logistic Regression-L2,9,44,Kingella,0.0006928220349474348
Logistic Regression-L2,9,44,Micrococcus,3.918993665801635e-06
Logistic Regression-L2,9,44,Enterocloster,0.0020523458412080764
Logistic Regression-L2,9,44,Megasphaera,0.002880126554364021
Logistic Regression-L2,9,44,Methylobacterium,0.0001940590408756435
Logistic Regression-L2,9,44,Bradyrhizobium,0.00022077900513628175
Logistic Regression-L2,9,44,Sphingomonas,0.0003731524251993032
Logistic Regression-L2,9,44,Brevundimonas,1.633517206615124e-05
Logistic Regression-L2,9,44,Microbacterium,0.00014368044006055904
Logistic Regression-L2,9,44,Catonella,0.0005396488100581668
Logistic Regression-L2,9,44,Thermus,0.00010187619334658051
Logistic Regression-L2,9,44,Alloscardovia,0.0021279879860981463
Logistic Regression-L2,9,44,Agathobacter,0.0036203126595252383
Logistic Regression-L2,9,44,Streptococcus,0.14383865702262796
Logistic Regression-L2,9,44,Faecalibacterium,0.009591129840805615
Logistic Regression-L2,9,44,Curtobacterium,1.3627308787114978e-05
Logistic Regression-L2,9,44,Coprococcus,4.126583420343267e-06
Logistic Regression-L2,9,44,Allisonella,1.1955887184607372e-06
Logistic Regression-L2,9,44,Actinomyces,0.006014394803061079
Logistic Regression-L2,9,44,Eikenella,4.888245801585339e-05
Logistic Regression-L2,9,44,Arachnia,5.033133176829224e-05
Logistic Regression-L2,9,44,Lachnoanaerobaculum,0.0212849300600317
Logistic Regression-L2,9,44,Mesorhizobium,4.328741756056898e-06
Logistic Regression-L2,9,44,Tannerella,0.00032492553542261114
Logistic Regression-L2,9,44,Herbiconiux,0.0001244850212966719
Logistic Regression-L2,9,44,Lancefieldella,0.021322467285722162
Logistic Regression-L2,9,44,Butyrivibrio,0.0005996602329394013
Logistic Regression-L2,9,44,Streptobacillus,0.004014294742561051
Logistic Regression-L2,9,44,Oribacterium,0.013671934561580872
Logistic Regression-L2,9,44,Luteovulum,5.534756335839974e-05
Logistic Regression-L2,9,44,Staphylococcus,0.4087643491540597
Logistic Regression-L2,9,44,Gardnerella,3.771709760062365e-05
Logistic Regression-L2,9,44,Wolinella,5.54251644455173e-07
Logistic Regression-L2,9,44,Centipeda,0.01144531775670721
Logistic Regression-L2,9,44,Cardiobacterium,0.0008602625681186275
Logistic Regression-L2,9,44,Fenollaria,1.8280204789113571e-06
Logistic Regression-L2,9,44,Porphyromonas,0.007881401572479584
Logistic Regression-L2,9,44,Metamycoplasma,0.0017804762901566366
Logistic Regression-L2,9,44,Stenotrophomonas,0.01663459889472314
Logistic Regression-L2,9,44,Slackia,0.000240476179651355
Logistic Regression-L2,9,44,Pseudonocardia,5.486533281810825e-05
Logistic Regression-L2,9,44,Massiliprevotella,8.378540735544328e-06
Logistic Regression-L2,9,44,Campylobacter,0.0064235502178539745
Logistic Regression-L2,9,44,Azorhizophilus,1.8451723135363404e-06
Logistic Regression-L2,9,44,Peptococcus,1.7886746335035715e-05
Logistic Regression-L2,9,44,Kocuria,0.00022874924986436448
Logistic Regression-L2,9,44,Shuttleworthia,0.00723888870013805
Logistic Regression-L2,9,44,Agrobacterium,0.006553681534558638
Logistic Regression-L2,9,44,Nitrolancea,1.1214477030464652e-06
Logistic Regression-L2,9,44,Verticiella,2.4674634914781464e-05
Logistic Regression-L2,9,44,Finegoldia,0.0034100460602360673
Logistic Regression-L2,9,44,Cellulosilyticum,0.0
Logistic Regression-L2,9,44,Paracoccus,2.2428652208718073e-05
Logistic Regression-L2,9,44,Atopobium,5.521595065608687e-05
Logistic Regression-L2,9,44,Ezakiella,3.4448836745016554e-06
Logistic Regression-L2,9,44,Mycobacterium,7.738822263129126e-06
Logistic Regression-L2,9,44,Conservatibacter,3.808037607201847e-05
Logistic Regression-L2,9,44,Brevibacterium,2.566668383718464e-06
Logistic Regression-L2,9,44,Aggregatibacter,0.000132281111190018
Logistic Regression-L2,9,44,Gordonia,5.884744964729761e-07
Logistic Regression-L2,9,44,Rhodococcus,7.604588157568678e-05
Logistic Regression-L2,9,44,Fusobacterium,0.01804670746735441
Logistic Regression-L2,9,44,Anaerococcus,0.00193507255128634
Logistic Regression-L2,9,44,Marmoricola,7.899800658539956e-07
Logistic Regression-L2,9,44,Basfia,7.507778320820364e-08
Logistic Regression-L2,9,44,Peptoniphilus,4.105574761415763e-05
Logistic Regression-L2,9,44,Cellulomonas,1.549315751003334e-06
Logistic Regression-L2,9,44,Scardovia,0.002414481917098685
Logistic Regression-L2,9,44,Stenotrophobacter,0.000575497440935815
Logistic Regression-L2,9,44,Prevotella,0.28344729780804534
Logistic Regression-L2,9,44,Leptotrichia,0.006298017329833301
Logistic Regression-L2,9,44,Bergeriella,1.2149924275832938e-05
Logistic Regression-L2,9,44,Aureimonas,3.0046793170927877e-05
Logistic Regression-L2,9,44,Marseilla,4.989614675923513e-06
Logistic Regression-L2,9,44,Fimbriiglobus,6.31969378645489e-05
Logistic Regression-L2,9,44,Roseomonas,0.0006502690870178149
Logistic Regression-L2,9,44,Aliarcobacter,2.5564235513399135e-07
